Statistical profiling result from info-nolog-v8.log, (1849 ticks, 69 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    964   52.1%   60.9%  T node::HistogramBase::HistogramBase(node::Environment*, v8::Local<v8::Object>, std::__1::shared_ptr<node::Histogram>)
     54    2.9%    3.4%  T _host_get_special_port
     50    2.7%    3.2%  t _Builtins_LoadIC
     40    2.2%    2.5%  T _host_request_notification
     27    1.5%    1.7%  t _Builtins_CallFunction_ReceiverIsNullOrUndefined
     20    1.1%    1.3%  t _Builtins_BaselineOutOfLinePrologue
     18    1.0%    1.1%  t _Builtins_StoreIC
     17    0.9%    1.1%  t _Builtins_CallFunction_ReceiverIsNotNullOrUndefined
     16    0.9%    1.0%  T _mig_strncpy_zerofill
     13    0.7%    0.8%  t _Builtins_KeyedLoadIC_Megamorphic
     11    0.6%    0.7%  t _Builtins_ToBooleanForBaselineJump
      9    0.5%    0.6%  t _Builtins_SetDataProperties
      9    0.5%    0.6%  t _Builtins_CallFunction_ReceiverIsAny
      7    0.4%    0.4%  t _Builtins_KeyedStoreIC
      7    0.4%    0.4%  t _Builtins_GetProperty
      7    0.4%    0.4%  T _mach_vm_map
      7    0.4%    0.4%  T __kernelrpc_mach_port_get_context
      6    0.3%    0.4%  t _Builtins_KeyedStoreIC_Megamorphic
      6    0.3%    0.4%  t _Builtins_KeyedLoadIC
      6    0.3%    0.4%  t _Builtins_Call_ReceiverIsNotNullOrUndefined
      5    0.3%    0.3%  t std::__1::basic_ostream<char, std::__1::char_traits<char> >& std::__1::__put_character_sequence<char, std::__1::char_traits<char> >(std::__1::basic_ostream<char, std::__1::char_traits<char> >&, char const*, unsigned long)
      5    0.3%    0.3%  t _Builtins_StrictEqual_Baseline
      5    0.3%    0.3%  t _Builtins_LoadIC_Megamorphic
      5    0.3%    0.3%  t _Builtins_CompileLazy
      5    0.3%    0.3%  t _Builtins_Call_ReceiverIsAny
      5    0.3%    0.3%  t _Builtins_BaselineLeaveFrame
      4    0.2%    0.3%  t std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> > std::__1::__pad_and_output<char, std::__1::char_traits<char> >(std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> >, char const*, char const*, char const*, std::__1::ios_base&, char)
